@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute outputs-1 {0,1,2}

@data
1205,'2018/08/22 10:57:07:466',6,-7237231,-7368817,-7368817,-7500403,-7697782,-7631989,-7368817,-7434610,-7631989,-7631989,-7500403,-7434610,-7500403,-7500403,-7434610,-7434610,-7631989,-7697782,-7631989,-7631989,-7368817,-7303024,-7697782,-7631989,-7105645,-7171438,-7500403,-7434610,-7631989,-7631989,-7434610,-7303024,-7697782,-7566196,-6842473,-6974059,-7566196,-7500403,-7631989,-7631989,-7697782,-7500403,-7763575,-7566196,-6974059,-7500403,-8355712,-8289919,-7697782,-7697782,-7434610,-7566196,-8026747,-8224126,-8158333,-8553091,-8947849,-8618884,-7829368,-7829368,-7303024,-7631989,-8092540,-8553091,-8882056,-9145228,-8750470,-8224126,-7960954,-7960954,-7763575,-7895161,-7829368,-7960954,-8553091,-8816263,-8355712,-7829368,-7960954,-7960954,-7763575,-7763575,-7631989,-8092540,-7960954,-8158333,-7895161,-7960954,-7960954,-7960954,-7895161,-7895161,-7697782,-8158333,-7960954,-8158333,-7895161,-7960954,-8092540,-8092540,2
1206,'2018/08/22 10:57:07:483',6,-7237231,-7434610,-7566196,-7434610,-7368817,-7434610,-7434610,-7368817,-7434610,-7434610,-7171438,-7500403,-7566196,-7368817,-7237231,-7368817,-7500403,-7500403,-7434610,-7434610,-7171438,-7500403,-7500403,-7171438,-6908266,-7105645,-7434610,-7566196,-7566196,-7566196,-7237231,-7500403,-7303024,-6776680,-6513508,-6842473,-7368817,-7631989,-7631989,-7631989,-7368817,-7500403,-7237231,-6645094,-6513508,-7039852,-7631989,-7829368,-7631989,-7631989,-7434610,-7631989,-7434610,-7039852,-7171438,-7763575,-8092540,-8026747,-7697782,-7697782,-7566196,-7829368,-7829368,-7763575,-8092540,-8618884,-8487298,-7960954,-7763575,-7763575,-7631989,-7960954,-8158333,-8289919,-8684677,-9079435,-8553091,-7631989,-7697782,-7697782,-7763575,-7763575,-8158333,-8224126,-8553091,-8092540,-8158333,-8026747,-7697782,-7763575,-7697782,-7631989,-7960954,-7895161,-8158333,-7763575,-7895161,-7763575,-7763575,-7829368,2
1207,'2018/08/22 10:57:07:499',6,-7434610,-7303024,-7303024,-7303024,-7303024,-7303024,-7303024,-7303024,-7434610,-7434610,-7237231,-7303024,-7434610,-7434610,-7303024,-7237231,-7303024,-7368817,-7631989,-7631989,-7237231,-7368817,-7434610,-7171438,-6842473,-6842473,-7105645,-7368817,-7500403,-7500403,-7368817,-7500403,-7303024,-6710887,-6250336,-6381922,-6908266,-7434610,-7434610,-7500403,-7368817,-7434610,-7237231,-6710887,-6381922,-6645094,-7237231,-7697782,-7631989,-7697782,-7171438,-7368817,-7434610,-7237231,-7303024,-7631989,-7895161,-8026747,-7631989,-7631989,-7303024,-7500403,-7631989,-7763575,-8026747,-8355712,-8224126,-7895161,-7500403,-7500403,-7566196,-7631989,-7697782,-7829368,-8289919,-8553091,-8158333,-7566196,-7697782,-7697782,-7631989,-7697782,-7763575,-7763575,-7697782,-7697782,-7631989,-7697782,-7763575,-7763575,-7566196,-7631989,-7697782,-7763575,-7697782,-7697782,-7697782,-7763575,-7763575,-7763575,2
1208,'2018/08/22 10:57:07:516',6,-7368817,-7303024,-7303024,-7303024,-7237231,-7171438,-7237231,-7434610,-7171438,-7171438,-7237231,-7303024,-7303024,-7171438,-7039852,-7039852,-7237231,-7368817,-7303024,-7303024,-7237231,-7368817,-7171438,-6710887,-6447715,-6710887,-7105645,-7368817,-7368817,-7368817,-7368817,-7434610,-7039852,-6250336,-5855578,-6381922,-7105645,-7434610,-7434610,-7434610,-7368817,-7434610,-7039852,-6381922,-6118750,-6645094,-7237231,-7566196,-7566196,-7566196,-7237231,-7368817,-7303024,-7105645,-7039852,-7368817,-7566196,-7631989,-7500403,-7500403,-7303024,-7368817,-7500403,-7763575,-7960954,-7960954,-7829368,-7631989,-7368817,-7368817,-7631989,-7500403,-7631989,-8026747,-8289919,-8224126,-7829368,-7566196,-7434610,-7434610,-7566196,-7368817,-7631989,-7697782,-7763575,-7829368,-7434610,-7566196,-7697782,-7697782,-7631989,-7368817,-7631989,-7631989,-7697782,-7763575,-7500403,-7631989,-7697782,-7697782,2
1209,'2018/08/22 10:57:07:533',6,-14342875,-14145496,-12500671,-12566464,-12105913,-12895429,-12566464,-12632257,-12237499,-12237499,-14737633,-14145496,-12171706,-13224394,-13158601,-13355980,-13158601,-12500671,-12434878,-12434878,-14606047,-14408668,-13092808,-14869219,-14540254,-14013910,-14145496,-13224394,-12434878,-12369085,-14737633,-14803426,-14737633,-16382458,-15790321,-15066598,-14803426,-13684945,-12895429,-12829636,-15263977,-15066598,-15790321,-16645630,-16382458,-16448251,-15132391,-13684945,-13027015,-12961222,-15198184,-15263977,-16382458,-16448251,-16514044,-16777216,-15724528,-14540254,-12895429,-12895429,-14935012,-15527149,-16316665,-16382458,-16645630,-16777216,-15987700,-14935012,-13421773,-13355980,-15263977,-15790321,-15658735,-16119286,-16777216,-16777216,-15658735,-13816531,-13553359,-13487566,-15527149,-15132391,-15461356,-16777216,-16579837,-15198184,-14474461,-14013910,-13619152,-13487566,-15527149,-15263977,-15592942,-16777216,-16382458,-14935012,-14408668,-14145496,-14079703,-13882324,2
1210,'2018/08/22 10:57:07:550',6,-12369085,-12434878,-11908534,-12829636,-12500671,-12105913,-11974327,-12040120,-11447983,-11053225,-12500671,-12632257,-12500671,-12434878,-12829636,-12369085,-12500671,-11579569,-11579569,-11250604,-12566464,-12105913,-12500671,-13290187,-13948117,-12961222,-12763843,-12040120,-11776948,-11447983,-12566464,-12369085,-13158601,-15329770,-15263977,-14737633,-13750738,-13355980,-12171706,-11776948,-12303292,-12895429,-14342875,-15921907,-15856114,-16119286,-15066598,-14013910,-12698050,-12105913,-12895429,-12763843,-14737633,-15790321,-16579837,-16579837,-16185079,-14869219,-12763843,-12171706,-14013910,-13027015,-14540254,-15790321,-16777216,-16777216,-16382458,-15066598,-12566464,-12171706,-13948117,-13290187,-13948117,-14935012,-15395563,-16777216,-15395563,-13224394,-12566464,-12434878,-14737633,-12961222,-13092808,-15132391,-16448251,-15461356,-13619152,-13158601,-12961222,-12566464,-14606047,-13092808,-13816531,-15592942,-15921907,-14737633,-13487566,-13355980,-12961222,-12566464,2
1211,'2018/08/22 10:57:07:566',6,-12369085,-12500671,-12105913,-11513776,-11513776,-10790053,-10987432,-10000537,-8553091,-7368817,-12566464,-11711155,-12237499,-11776948,-11447983,-11711155,-10395295,-10132123,-8750470,-7631989,-12369085,-12763843,-12500671,-12237499,-10724260,-10921639,-10658467,-9671572,-9013642,-7895161,-12500671,-12171706,-12040120,-12763843,-10526881,-8882056,-9934744,-10526881,-9342607,-8224126,-12434878,-12500671,-14145496,-13027015,-11974327,-12434878,-12500671,-12105913,-9737365,-8618884,-12632257,-12500671,-13882324,-14342875,-15132391,-15198184,-14606047,-12763843,-10197916,-9145228,-12434878,-13816531,-14013910,-15000805,-16185079,-16514044,-15461356,-11908534,-10658467,-9539986,-12500671,-12698050,-13619152,-14869219,-15329770,-15461356,-12961222,-11513776,-10855846,-9737365,-12829636,-13027015,-13092808,-13619152,-13619152,-12895429,-12369085,-11645362,-10724260,-9803158,-12961222,-13092808,-13092808,-13553359,-13553359,-12895429,-12434878,-11842741,-11119018,-10197916,2
1212,'2018/08/22 10:57:07:591',6,-11579569,-11513776,-10724260,-11184811,-9868951,-9737365,-8882056,-7697782,-6513508,-5789785,-11842741,-11382190,-11184811,-10724260,-10724260,-9605779,-7829368,-7566196,-6381922,-5723992,-11842741,-11513776,-11119018,-11119018,-8750470,-9737365,-8355712,-7895161,-6513508,-5658199,-12171706,-11711155,-11184811,-11184811,-8158333,-5789785,-8947849,-9145228,-6974059,-5921371,-12632257,-11579569,-12566464,-9605779,-10658467,-12237499,-12040120,-11645362,-7237231,-6184543,-12369085,-12698050,-12566464,-12763843,-13619152,-14606047,-14671840,-12369085,-6974059,-6052957,-12303292,-12434878,-13553359,-13553359,-15263977,-15856114,-15395563,-10855846,-6974059,-6118750,-12566464,-12763843,-12829636,-13948117,-14342875,-14013910,-10790053,-9276814,-7434610,-6513508,-12829636,-12566464,-12500671,-12434878,-12040120,-11447983,-10658467,-9803158,-8026747,-6776680,-13224394,-12895429,-12698050,-12566464,-12040120,-11447983,-10658467,-9868951,-8289919,-6974059,2
1213,'2018/08/22 10:57:07:608',6,-11119018,-10395295,-10132123,-9342607,-8750470,-6842473,-6447715,-5855578,-5592406,-4934476,-10658467,-10658467,-9671572,-9934744,-8618884,-6645094,-6776680,-5526613,-5460820,-4671304,-11250604,-10987432,-10395295,-9342607,-7697782,-8355712,-5921371,-6250336,-5526613,-4473925,-11053225,-10855846,-9868951,-9868951,-8421505,-5723992,-7039852,-7368817,-5723992,-4473925,-11382190,-11382190,-12040120,-9671572,-5658199,-10197916,-11513776,-10263709,-5723992,-4539718,-11908534,-11382190,-11447983,-11579569,-14803426,-13816531,-14671840,-11382190,-5526613,-4473925,-11513776,-11974327,-11513776,-12369085,-14211289,-15395563,-15461356,-6513508,-5329234,-4539718,-11908534,-11513776,-11711155,-12369085,-11645362,-12040120,-6908266,-5789785,-5395027,-4802890,-12171706,-11974327,-11447983,-10790053,-9737365,-9145228,-7171438,-6118750,-5526613,-5000269,-12434878,-12237499,-11776948,-11053225,-10066330,-9408400,-7434610,-6381922,-5855578,-5263441,2
1214,'2018/08/22 10:57:07:623',6,-7368817,-6776680,-7039852,-7763575,-7960954,-7829368,-7763575,-7631989,-7434610,-7171438,-7303024,-7171438,-7960954,-8750470,-8553091,-8487298,-8618884,-8355712,-7631989,-7434610,-6908266,-7434610,-9079435,-10000537,-9539986,-9605779,-9934744,-9474193,-7763575,-7566196,-6974059,-7895161,-10197916,-11382190,-10921639,-11184811,-11579569,-10724260,-7697782,-7500403,-7039852,-7960954,-10329502,-11711155,-11447983,-11842741,-12040120,-10855846,-7566196,-7434610,-7171438,-7829368,-9671572,-10855846,-10921639,-11250604,-11119018,-9803158,-7631989,-7500403,-7566196,-7829368,-8882056,-9737365,-10000537,-10263709,-9868951,-8684677,-7566196,-7500403,-7237231,-7303024,-7829368,-8421505,-8750470,-8947849,-8421505,-7500403,-7500403,-7434610,-7368817,-7368817,-7500403,-7566196,-7631989,-7631989,-7500403,-7368817,-7368817,-7368817,-7368817,-7434610,-7500403,-7566196,-7631989,-7631989,-7500403,-7434610,-7500403,-7500403,2
1215,'2018/08/22 10:57:07:638',6,-6776680,-6974059,-7105645,-6908266,-6710887,-7039852,-7237231,-6974059,-6842473,-6842473,-7039852,-7039852,-7105645,-6908266,-6645094,-6842473,-7039852,-6776680,-7105645,-7105645,-7039852,-6908266,-6974059,-6842473,-6513508,-6579301,-6908266,-6908266,-7039852,-7039852,-6974059,-6776680,-6776680,-6579301,-6052957,-6052957,-6513508,-6842473,-6908266,-6908266,-6974059,-6842473,-6776680,-6381922,-5723992,-5658199,-6316129,-6776680,-7105645,-7105645,-6908266,-6908266,-7039852,-6776680,-6316129,-6447715,-7039852,-7368817,-7237231,-7237231,-6842473,-7039852,-7368817,-7368817,-7237231,-7566196,-7829368,-7631989,-7171438,-7171438,-6842473,-7105645,-7500403,-7631989,-7697782,-7960954,-7829368,-7171438,-7171438,-7171438,-7039852,-6974059,-7105645,-7368817,-7303024,-7434610,-7434610,-7171438,-7303024,-7303024,-7105645,-6974059,-7105645,-7303024,-7237231,-7303024,-7303024,-7039852,-7237231,-7237231,2
1216,'2018/08/22 10:57:07:654',6,-6908266,-6776680,-6710887,-6776680,-6908266,-6974059,-6974059,-6908266,-7039852,-7039852,-6710887,-6710887,-6710887,-6842473,-6908266,-6974059,-6908266,-6908266,-6908266,-6908266,-6776680,-6842473,-6842473,-6842473,-6776680,-6710887,-6776680,-6908266,-6842473,-6842473,-6842473,-6908266,-6908266,-6579301,-6184543,-6118750,-6381922,-6776680,-6908266,-6908266,-6776680,-6908266,-6776680,-6250336,-5723992,-5723992,-6184543,-6710887,-7039852,-7039852,-6842473,-6974059,-6908266,-6579301,-6250336,-6316129,-6710887,-7105645,-7039852,-7039852,-6908266,-7039852,-7171438,-7303024,-7434610,-7434610,-7434610,-7434610,-7039852,-7039852,-6842473,-6974059,-7237231,-7763575,-8224126,-8224126,-7763575,-7303024,-7039852,-7039852,-7105645,-6908266,-7171438,-7434610,-7434610,-7303024,-7237231,-6974059,-7105645,-7171438,-7171438,-6974059,-7105645,-7368817,-7303024,-7303024,-7237231,-7039852,-7171438,-7237231,2
1217,'2018/08/22 10:57:07:671',6,-6710887,-6645094,-6908266,-6974059,-6710887,-6710887,-6908266,-6908266,-6842473,-6842473,-6776680,-6710887,-6908266,-7039852,-6842473,-6842473,-6908266,-6710887,-6908266,-6908266,-6776680,-6710887,-6908266,-6974059,-6842473,-6908266,-7039852,-6974059,-6908266,-6908266,-6776680,-6776680,-6842473,-6645094,-6250336,-6316129,-6842473,-7039852,-6908266,-6908266,-6974059,-6908266,-6908266,-6381922,-5592406,-5658199,-6447715,-6974059,-6974059,-6974059,-6908266,-6908266,-6974059,-6645094,-6052957,-6184543,-6842473,-7237231,-7105645,-7105645,-6842473,-6842473,-7105645,-7368817,-7303024,-7368817,-7434610,-7237231,-7171438,-7171438,-6974059,-6842473,-7237231,-7829368,-8158333,-8092540,-7434610,-6579301,-7105645,-7105645,-6974059,-6908266,-6974059,-7237231,-7237231,-7039852,-6974059,-7171438,-7303024,-7237231,-6974059,-6908266,-6974059,-7237231,-7237231,-6974059,-6974059,-7171438,-7303024,-7237231,2
1218,'2018/08/22 10:57:07:687',6,-5658199,-5460820,-5592406,-4671304,-4868683,-5526613,-5197648,-5395027,-5789785,-5921371,-5395027,-5197648,-4276546,-5066062,-5066062,-4342339,-4539718,-5066062,-5460820,-5592406,-5395027,-4802890,-5395027,-4079167,-3092272,-6250336,-5131855,-5197648,-5263441,-5263441,-5131855,-4605511,-4144960,-2565928,-3552823,-3223858,-4868683,-6184543,-5131855,-5066062,-6052957,-4868683,-4079167,-5592406,-5000269,-5987164,-10724260,-8289919,-4868683,-4737097,-4342339,-5000269,-4868683,-7303024,-6645094,-8882056,-12895429,-8750470,-4605511,-4539718,-4802890,-5263441,-5723992,-6776680,-10461088,-13750738,-15461356,-6513508,-4210753,-4210753,-4934476,-3881788,-4802890,-6052957,-8158333,-11119018,-4605511,-3421237,-3750202,-3881788,-4473925,-3947581,-3881788,-3684409,-3750202,-3026479,-2960686,-2894893,-3223858,-3750202,-4342339,-3618616,-3355444,-2960686,-3092272,-2500135,-2631721,-2697514,-2960686,-3421237,2
1219,'2018/08/22 10:57:07:702',6,-6447715,-6579301,-7039852,-6974059,-7434610,-7763575,-7895161,-9211021,-9145228,-9474193,-5921371,-6908266,-6250336,-6908266,-7566196,-7763575,-8684677,-7566196,-8750470,-9013642,-6710887,-6052957,-6710887,-11645362,-12500671,-9737365,-10000537,-9145228,-8289919,-8421505,-5723992,-6842473,-7697782,-8882056,-9868951,-12500671,-14145496,-10855846,-8289919,-8026747,-6776680,-7039852,-8487298,-10855846,-10658467,-11513776,-13882324,-12105913,-8355712,-7895161,-6250336,-7039852,-9539986,-14342875,-12632257,-10066330,-12829636,-11908534,-8158333,-7697782,-6645094,-7500403,-8618884,-11513776,-11316397,-12105913,-14869219,-11776948,-7434610,-7303024,-7171438,-6513508,-7697782,-10329502,-12763843,-15790321,-14277082,-7303024,-6842473,-7039852,-7039852,-6776680,-7105645,-7829368,-8158333,-7697782,-7039852,-6710887,-6381922,-8816263,-7237231,-6908266,-6776680,-6908266,-6974059,-6842473,-6776680,-6842473,-7303024,-10855846,2
1220,'2018/08/22 10:57:07:718',6,-7171438,-7500403,-7500403,-8421505,-8553091,-8882056,-9408400,-9934744,-10395295,-11119018,-6645094,-7368817,-8026747,-7039852,-10066330,-10592674,-10197916,-9539986,-9803158,-10132123,-6842473,-7500403,-9342607,-13553359,-12961222,-11382190,-10592674,-10724260,-9211021,-9013642,-6710887,-7303024,-8947849,-10658467,-10132123,-12895429,-14869219,-12171706,-9211021,-8553091,-6447715,-7368817,-9605779,-9276814,-9474193,-13421773,-15132391,-11908534,-9013642,-8289919,-6579301,-7960954,-11382190,-14737633,-12763843,-11447983,-13882324,-11908534,-8421505,-8026747,-6710887,-7697782,-10263709,-12040120,-12566464,-12105913,-14737633,-10724260,-9079435,-9276814,-7105645,-6579301,-8158333,-10461088,-12763843,-15132391,-9671572,-7171438,-10855846,-11447983,-6908266,-6974059,-7039852,-7171438,-7171438,-6974059,-6842473,-9342607,-11842741,-11513776,-7171438,-7039852,-6842473,-6842473,-6842473,-6842473,-6842473,-9605779,-11579569,-11184811,2
1221,'2018/08/22 10:57:07:734',6,-7434610,-7105645,-8158333,-8750470,-8882056,-10000537,-10855846,-10724260,-11382190,-11250604,-7500403,-9079435,-9276814,-9605779,-10263709,-10724260,-11579569,-12171706,-11184811,-11053225,-7829368,-7697782,-7763575,-11250604,-13750738,-13027015,-12500671,-11645362,-10790053,-10592674,-7434610,-7763575,-10461088,-13421773,-12434878,-11645362,-12698050,-11711155,-10132123,-9737365,-7171438,-7237231,-10000537,-11184811,-10921639,-13816531,-15329770,-12171706,-10066330,-9408400,-7500403,-7829368,-10461088,-12040120,-12500671,-14211289,-14408668,-12566464,-11053225,-10329502,-7237231,-8158333,-10724260,-13553359,-14079703,-13487566,-13355980,-13158601,-11776948,-11184811,-7237231,-7829368,-8421505,-10526881,-12500671,-13882324,-14277082,-11908534,-11579569,-11184811,-7303024,-7631989,-7763575,-7566196,-7500403,-7368817,-9737365,-11842741,-10855846,-10855846,-7434610,-7697782,-7763575,-7303024,-7105645,-6842473,-9079435,-11119018,-10724260,-10724260,2
1222,'2018/08/22 10:57:07:750',6,-7237231,-7829368,-7829368,-7697782,-7895161,-7763575,-7631989,-7829368,-7895161,-7829368,-7500403,-7697782,-7697782,-7631989,-7829368,-8026747,-8026747,-8092540,-7895161,-7829368,-7631989,-7566196,-8026747,-8421505,-8487298,-8618884,-8487298,-7829368,-7829368,-7763575,-7829368,-7631989,-8553091,-9474193,-9671572,-10000537,-9868951,-8750470,-8289919,-8224126,-8421505,-8421505,-9934744,-11447983,-11711155,-12040120,-11711155,-10197916,-8421505,-8355712,-13421773,-12895429,-13421773,-14013910,-13816531,-14145496,-14079703,-12961222,-13355980,-13421773,-7829368,-8289919,-10066330,-11645362,-11974327,-12040120,-11447983,-10066330,-9211021,-9276814,-8158333,-8355712,-9276814,-10132123,-10197916,-10263709,-9868951,-8947849,-8618884,-8684677,-8158333,-8355712,-8553091,-8816263,-8947849,-8947849,-8816263,-8684677,-8684677,-8487298,-8224126,-8289919,-8487298,-8684677,-8816263,-8816263,-8816263,-8750470,-8816263,-8618884,2
1223,'2018/08/22 10:57:07:767',6,-6908266,-7105645,-7368817,-7368817,-7171438,-7697782,-7039852,-7237231,-7566196,-7566196,-6974059,-7434610,-7237231,-7631989,-7829368,-8026747,-7368817,-7500403,-7368817,-7368817,-7039852,-7631989,-7105645,-8224126,-8816263,-8750470,-8289919,-7895161,-7434610,-7434610,-7171438,-7434610,-7303024,-9474193,-9934744,-9868951,-9868951,-8421505,-7566196,-7566196,-7237231,-7237231,-8026747,-11119018,-11119018,-11119018,-11382190,-8618884,-7566196,-7566196,-7237231,-7303024,-8684677,-11842741,-11579569,-11711155,-11776948,-8421505,-7566196,-7566196,-7237231,-7500403,-8487298,-10921639,-10855846,-11184811,-10855846,-7960954,-7697782,-7697782,-7237231,-7697782,-7960954,-9474193,-9803158,-10263709,-9737365,-7631989,-7697782,-7697782,-7303024,-7566196,-7763575,-8289919,-8882056,-8750470,-8092540,-7697782,-7566196,-7631989,-7171438,-7368817,-7434610,-7631989,-8026747,-7960954,-7763575,-7697782,-7631989,-7697782,2
1224,'2018/08/22 10:57:07:783',6,-11447983,-11513776,-10921639,-10790053,-10197916,-9737365,-9934744,-9539986,-9342607,-9013642,-10263709,-10395295,-10066330,-9671572,-8684677,-9408400,-11053225,-13684945,-13290187,-13158601,-10658467,-10263709,-11447983,-14277082,-15132391,-14474461,-13355980,-8816263,-8421505,-8421505,-10592674,-10066330,-14145496,-14079703,-13750738,-12698050,-13027015,-10395295,-7895161,-7763575,-10526881,-12500671,-14803426,-14606047,-14145496,-10724260,-13158601,-13882324,-7829368,-7566196,-12698050,-13092808,-14737633,-15132391,-15066598,-13948117,-12632257,-12171706,-8487298,-8158333,-11842741,-13224394,-14211289,-15198184,-13750738,-13487566,-13027015,-10461088,-8289919,-8092540,-12105913,-12237499,-12698050,-13816531,-14606047,-14342875,-11974327,-8816263,-8092540,-7960954,-11711155,-11776948,-12763843,-12632257,-7763575,-7960954,-8487298,-8618884,-8224126,-8224126,-11250604,-11645362,-12040120,-10329502,-6842473,-6974059,-7960954,-8421505,-8355712,-8289919,2
1225,'2018/08/22 10:57:07:800',6,-10987432,-10658467,-10658467,-10526881,-9539986,-9474193,-9868951,-9013642,-8421505,-7960954,-11250604,-9934744,-9276814,-8882056,-9079435,-12632257,-11184811,-10526881,-11184811,-10790053,-10461088,-10395295,-9868951,-12171706,-14540254,-14737633,-9934744,-8421505,-7697782,-7368817,-9671572,-9671572,-12698050,-13948117,-13290187,-12698050,-12303292,-9868951,-7631989,-7434610,-9474193,-8224126,-14145496,-15132391,-13487566,-12237499,-12895429,-12698050,-7434610,-7303024,-10658467,-12105913,-14606047,-14342875,-14342875,-14277082,-13487566,-11776948,-7566196,-7500403,-12171706,-12895429,-13553359,-15198184,-14342875,-13684945,-13619152,-10263709,-7697782,-7697782,-12237499,-12369085,-13092808,-14277082,-14935012,-14671840,-12434878,-8816263,-8092540,-8092540,-11579569,-12303292,-13027015,-8947849,-7895161,-7631989,-7895161,-7895161,-7895161,-7960954,-11447983,-12040120,-12500671,-8289919,-7303024,-7303024,-7895161,-8158333,-8158333,-8224126,2
1226,'2018/08/22 10:57:07:816',6,-9868951,-9276814,-8618884,-9211021,-13421773,-11250604,-11579569,-12303292,-6052957,-6184543,-10395295,-9934744,-9671572,-8947849,-8947849,-9079435,-8289919,-8092540,-7303024,-7368817,-9671572,-9539986,-10329502,-13619152,-13948117,-14540254,-9934744,-7697782,-7368817,-7303024,-8882056,-9079435,-13158601,-13684945,-12763843,-12040120,-12171706,-8618884,-7171438,-7039852,-8355712,-8882056,-15263977,-15461356,-13487566,-10724260,-11908534,-11053225,-7171438,-7105645,-8289919,-8487298,-14803426,-14671840,-13619152,-13553359,-13816531,-11250604,-6974059,-6974059,-12105913,-9671572,-13882324,-15592942,-14145496,-12566464,-13750738,-9803158,-7303024,-7368817,-12105913,-13224394,-8684677,-14935012,-15395563,-14803426,-10724260,-8158333,-7763575,-7895161,-12040120,-12171706,-10197916,-7763575,-8355712,-8421505,-7895161,-7566196,-7829368,-7960954,-11842741,-12237499,-10263709,-7500403,-7566196,-7566196,-7500403,-7763575,-8092540,-8224126,2
1227,'2018/08/22 10:57:07:833',6,-9803158,-10000537,-9539986,-9539986,-9408400,-9276814,-9868951,-7566196,-7039852,-6974059,-9671572,-9342607,-8092540,-9474193,-8487298,-7829368,-8026747,-6776680,-6974059,-6842473,-8750470,-9013642,-10790053,-13487566,-13027015,-12829636,-12040120,-7566196,-7105645,-6974059,-8289919,-8158333,-12961222,-14211289,-13619152,-11382190,-11711155,-8618884,-6974059,-6908266,-8487298,-8355712,-14474461,-14540254,-14935012,-12961222,-12961222,-10921639,-7171438,-7105645,-7697782,-7895161,-14869219,-15329770,-13553359,-12895429,-13027015,-10526881,-7237231,-7237231,-9803158,-7500403,-11513776,-15263977,-15461356,-14342875,-11974327,-8553091,-7105645,-7105645,-11908534,-9276814,-6974059,-8750470,-13092808,-12566464,-9408400,-7434610,-7697782,-7763575,-11842741,-11711155,-7105645,-7368817,-7631989,-7566196,-7368817,-7697782,-7829368,-8026747,-11908534,-11711155,-7105645,-7303024,-7566196,-7566196,-7368817,-7697782,-7829368,-8026747,2
